GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,comparison,-log10(padj),ann
UQCR11,892.906925758159,0.655497325536877,0.239652736244337,2.73519650060898,0.00623430474316657,0.0462773950533183,M_vs_G,1.33463109539465,Up regulated (low)
PEX16,541.970081125384,0.665505701241564,0.243329063636204,2.73500292688648,0.00623797213915462,0.0462834745612436,M_vs_G,1.33457404543911,Up regulated (low)
PLP2,433.192678683713,0.741683768143102,0.271209034827751,2.73473104837439,0.00624312635642519,0.0463005751554326,M_vs_G,1.33441361405161,Up regulated (low)
TTBK2,531.487142438091,-0.570312409204601,0.208570735059729,-2.73438365665863,0.00624971771661919,0.0463128309416482,M_vs_G,1.33429867128943,Down regulated (low)
CDC26,194.012139637087,0.630352952599244,0.230531732245611,2.73434353899557,0.00625047930672869,0.0463128309416482,M_vs_G,1.33429867128943,Up regulated (low)
SLC2A1,908.203337797004,0.509769943837142,0.186531767823611,2.73288539418761,0.00627821736519452,0.0464971531299206,M_vs_G,1.33257363674048,Up regulated (low)
H2AC8,10.64758892433,2.47038377774757,0.904037751577476,2.73261130238969,0.00628344372481922,0.046514659264049,M_vs_G,1.33241015605248,Up regulated
MAFK,10.0311083433135,-2.13410993537841,0.781105291615016,-2.73216678761184,0.00629192802191435,0.0465562561147934,M_vs_G,1.33202195134057,Down regulated
ATE1-AS1,18.1181401588515,-1.65053329433237,0.604546462603084,-2.73020089676057,0.00632957406602382,0.046813495220219,M_vs_G,1.32962893207945,Down regulated
PROX1,69.1576674788026,1.56214476099452,0.572233722526045,2.72990685361684,0.00633522227270859,0.0468339520970163,M_vs_G,1.32943919260217,Up regulated
ENSA,1676.6830133882,0.507358698069317,0.18589961348672,2.72920792331589,0.00634866607273136,0.0469119940954124,M_vs_G,1.32871610603754,Up regulated (low)
RILPL1,34.8940875560195,-1.20101691610253,0.440119582865483,-2.72884225755891,0.00635570981354773,0.0469426948910623,M_vs_G,1.32843198199941,Down regulated
LOC124907884,14.9171642329027,-2.14565698985756,0.786408874205785,-2.72842418268043,0.00636377171645153,0.0469808844255433,M_vs_G,1.32807881179175,Down regulated
TIMM17A,528.399178823238,0.505364034133057,0.18528971637567,2.7274262383156,0.00638305268387937,0.0471018270028864,M_vs_G,1.32696224697125,Up regulated (low)
CDC42BPG,16.0437342169835,-1.7558373561098,0.643830478550911,-2.72717340139242,0.00638794600490491,0.0471165386444393,M_vs_G,1.32682662193139,Down regulated
IFI35,284.70452703815,0.81023509799035,0.297162675611776,2.7265708801494,0.00639962060828814,0.0471812319709955,M_vs_G,1.32623072323805,Up regulated (low)
SGTB,269.667623058587,-0.816834349172365,0.29960464172487,-2.72637414584008,0.00640343673748814,0.0471879562573446,M_vs_G,1.32616883184074,Down regulated (low)
PHEX,411.197024935083,-1.66615693190199,0.611177115717316,-2.72614417172097,0.00640790022734017,0.0471994427896874,M_vs_G,1.32606312837423,Down regulated
RUVBL1,223.662569797986,0.697393161867027,0.255999073713372,2.72420189554225,0.00644570901215722,0.0474564230804453,M_vs_G,1.32370499884027,Up regulated (low)
S100A11,204.036111840022,0.896695506267317,0.329209891070723,2.7237805746082,0.0064539369829938,0.0474868557512124,M_vs_G,1.32342658542125,Up regulated (low)
ARRDC3,1945.19264448087,0.520088815654122,0.190950006639573,2.72369100586528,0.00645568738718863,0.0474868557512124,M_vs_G,1.32342658542125,Up regulated (low)
TEAD2,773.32405486695,-1.03431800921649,0.379798886972153,-2.72333080663378,0.00646273092203511,0.0475117139457581,M_vs_G,1.32319930248421,Down regulated
CLIP1,1707.381349552,-0.428089829846529,0.15720382863896,-2.72315142419143,0.00646624124359477,0.0475117139457581,M_vs_G,1.32319930248421,Down regulated (low)
LOC105374573,54.1953199925518,-1.69029331725311,0.620730803410963,-2.72306982022613,0.00646783871302953,0.0475117139457581,M_vs_G,1.32319930248421,Down regulated
AKAP3,12.9536803454462,-1.93616043942996,0.711190424233274,-2.72242197512335,0.0064805334535662,0.0475715645737209,M_vs_G,1.32265256490216,Down regulated
HCLS1,3312.00539194626,0.500325335737347,0.183783997240292,2.72235528256134,0.0064818415881727,0.0475715645737209,M_vs_G,1.32265256490216,Up regulated (low)
LOC101929178,114.436338848026,0.800442878696088,0.294096555578882,2.72170096355105,0.00649468826578303,0.0476443294043831,M_vs_G,1.32198878138315,Up regulated (low)
CRPPA,89.0273703964768,-1.3838354238733,0.508684556446092,-2.72041957306788,0.00651991301630007,0.0478077917878429,M_vs_G,1.32050131563286,Down regulated
EXTL2,52.9302725944795,0.954847295642453,0.351050392872236,2.71997216077741,0.00652874126308753,0.0478509322435315,M_vs_G,1.32010959677371,Up regulated (low)
SDHAF2,428.538233411794,0.650055665949613,0.239009218636002,2.71979327684264,0.00653227397152764,0.0478552388473186,M_vs_G,1.32007051184866,Up regulated (low)
DNAI3,9.59532142555944,-2.74166128442266,1.00881044995247,-2.7177169750292,0.00657340400902719,0.0481348543229756,M_vs_G,1.317540338211,Down regulated
BTBD1,14.3136469143777,-1.93014432190816,0.710423540452462,-2.71689240573148,0.00658980263623806,0.0482331995658704,M_vs_G,1.31665392804883,Down regulated
MIR4280HG,51.6830599290042,-1.69683540847976,0.624610654781272,-2.71662898397717,0.00659504918617404,0.0482498668285196,M_vs_G,1.31650388098794,Down regulated
SOWAHD,34.3601355737731,-1.77308553841321,0.652790369566727,-2.71616375037832,0.0066043243821303,0.0482959796963255,M_vs_G,1.31608901973235,Down regulated
C6orf120,53.1844365821826,-1.06823780579662,0.393401127034013,-2.7153908120458,0.0066197601121632,0.0483870814496355,M_vs_G,1.31527057232295,Down regulated
ELL2,950.113900290861,0.924981128869406,0.340816837714668,2.71401241520761,0.00664736749186493,0.048567029845015,M_vs_G,1.31365845533616,Up regulated (low)
CAND2,30.0131864573934,-1.39029684597153,0.51253664119662,-2.71258039761918,0.0066761584137836,0.0487554598047504,M_vs_G,1.31197674344637,Down regulated
KIF5A,6.7272529743091,-2.53303744394183,0.934354017312286,-2.71100396317472,0.00670798244762829,0.0489658610923235,M_vs_G,1.31010660377699,Down regulated
TSSK3,9.94058384563051,-1.92716041156799,0.711292005450796,-2.70938010943425,0.00674090626614987,0.0491648809269722,M_vs_G,1.30834500832371,Down regulated
QARS1,501.222711092062,0.657239212570372,0.242592932595666,2.70922654480543,0.00674402731123053,0.0491648809269722,M_vs_G,1.30834500832371,Up regulated (low)
C16orf54,391.037971924134,0.733577250760069,0.270771450650616,2.70921195346634,0.00674432393293255,0.0491648809269722,M_vs_G,1.30834500832371,Up regulated (low)
CDKL3,168.473057143332,-0.551560456783207,0.203647268177953,-2.70841078163267,0.00676062865482243,0.0492616390189281,M_vs_G,1.30749114253682,Down regulated (low)
CCDC50,1208.01392336003,0.858048853644853,0.316832621740684,2.70820867160307,0.00676474740647552,0.0492695565252446,M_vs_G,1.30742134678752,Up regulated (low)
SNX4,788.686437317687,-0.563755367959366,0.208190669385201,-2.70788008715361,0.00677144836363872,0.0492962654394111,M_vs_G,1.30718598052987,Down regulated (low)
TEX2,174.149365112172,-0.590971978934716,0.218319131270216,-2.70691796681466,0.00679110359797251,0.0494159374436655,M_vs_G,1.30613296144955,Down regulated (low)
ABCB10,479.019372875968,-0.954135367340284,0.352498579274272,-2.70677790901929,0.0067939691211243,0.0494159374436655,M_vs_G,1.30613296144955,Down regulated (low)
GASAL1,7.36103141258542,-2.86152593844909,1.05728961309002,-2.70647313945139,0.00680020833244575,0.0494391880062242,M_vs_G,1.30592867075322,Down regulated
LOC105376037,12.1818865584444,-1.89121049035566,0.698978927077008,-2.70567597547515,0.00681655214614886,0.0495358478634941,M_vs_G,1.30508039915401,Down regulated
LINC03036,71.8689315808661,0.924921634117368,0.34187256564751,2.70545731672139,0.00682104135073722,0.049546312430992,M_vs_G,1.30498866308521,Up regulated (low)
MAP3K9,492.294691619017,-0.451906045178248,0.167139977778479,-2.70375795895573,0.00685602090908393,0.0497781428738627,M_vs_G,1.30296131011149,Down regulated (low)
KLHDC8A,37.2650124672688,0.97054792004421,0.359015618102732,2.70335849223832,0.00686426688736851,0.049797211952425,M_vs_G,1.30279497185017,Up regulated (low)
LOC730101,9.78016151696505,-2.38436636463447,0.882009595631501,-2.70333381455709,0.00686477658769351,0.049797211952425,M_vs_G,1.30279497185017,Down regulated
TARS3,723.928586801315,-0.655726676419468,0.242576396900546,-2.70317592642086,0.0068680384620634,0.0497986421106953,M_vs_G,1.30278249924575,Down regulated (low)
SLC26A3,236.658017378014,1.0455519393012,0.386853791030198,2.70270568246695,0.00687776167215435,0.0498468998264211,M_vs_G,1.30236184698414,Up regulated
C1orf35,192.289568021341,-0.931983087100697,0.344881048551452,-2.70233198088198,0.00688549749798712,0.0498807172736481,M_vs_G,1.30206731009029,Down regulated (low)
FAM131A,44.8129643654547,-1.19179484374471,0.441124267477004,-2.70172133254228,0.00689815507441712,0.0499501434065079,M_vs_G,1.30146326057983,Down regulated
SLC25A15,27.9181958605283,-1.43735038697458,0.532269159472109,-2.70042019417415,0.00692519494013744,0.0501236047137163,M_vs_G,1.29995770361999,Not significant
LOC107985000,42.9320234764526,-1.2833177281125,0.475407910615461,-2.6994033953939,0.00694639198097417,0.0502546408276266,M_vs_G,1.29882382658876,Not significant
NLRC5,2123.69613030555,0.619863721976453,0.229702053152027,2.69855542634702,0.00696411400283735,0.0503604309889204,M_vs_G,1.29791056181856,Not significant
ACVR2B,26.1574731791313,-2.06937642304022,0.766958618929048,-2.69815916004676,0.00697240963481254,0.0503979911726286,M_vs_G,1.29758677387252,Not significant
DMKN,37.0443113270915,-1.54752452627284,0.573832492419198,-2.696822760504,0.0070004519532613,0.0505781875449279,M_vs_G,1.29603673753293,Not significant
RYK,518.532534931669,-0.491658888119709,0.1824063093165,-2.69540505458402,0.00703031104475183,0.0507713440738545,M_vs_G,1.29438133933064,Not significant
FLT1,195.660254061564,-0.973669980544052,0.361264442878182,-2.69517246919419,0.00703522056060252,0.0507842287379966,M_vs_G,1.29427113880863,Not significant
LOC105370438,40.6167949093267,-1.36997334343488,0.508635010341055,-2.69343107647322,0.00707207657812527,0.0510276076012245,M_vs_G,1.29219479282675,Not significant
AURKC,8.09862237709464,-2.25883011920294,0.838790571768831,-2.69296078810179,0.00708205976737072,0.0510739905755736,M_vs_G,1.29180020799048,Not significant
JDP2,264.717408936347,-0.838177573072894,0.311270236479633,-2.69276491884484,0.00708622137256463,0.0510739905755736,M_vs_G,1.29180020799048,Not significant
RP9,189.346961678602,-0.806320096640277,0.299448432117863,-2.69268431608588,0.00708793456507591,0.0510739905755736,M_vs_G,1.29180020799048,Not significant
STMP1,343.347512457367,0.587921186001808,0.218376124021407,2.69224114420209,0.00709736072331824,0.0511192439686162,M_vs_G,1.29141557782865,Not significant
IER3IP1,298.637003203112,0.560926440788742,0.208363471462057,2.69205747462739,0.00710127062824221,0.0511247436589755,M_vs_G,1.29136885654493,Not significant
PSMB2,522.14481654106,0.541824653785236,0.201299354658126,2.69163631798739,0.00711024339135462,0.0511666717741901,M_vs_G,1.29101283155462,Not significant
C19orf12,174.222612661569,-0.848671019683185,0.315383408769459,-2.69091840624867,0.00712556200238553,0.0512542084890494,M_vs_G,1.29027046883744,Not significant
CMTM6,1461.27235686346,0.647783614269932,0.240765430279668,2.69051754447256,0.00713412836960391,0.0512931202998646,M_vs_G,1.28994088081738,Not significant
LINC02821,10.7634338491187,-2.24980997171064,0.836259783086592,-2.69032424757617,0.00713826240361493,0.0513001440939137,M_vs_G,1.28988141502261,Not significant
PNPLA7,229.799167248765,-0.660433455724192,0.245576393728024,-2.68931979046659,0.00715977933534492,0.0514320311317505,M_vs_G,1.28876632436853,Not significant
JRK,130.044001497659,-0.676549026465714,0.251622524312231,-2.68874588360064,0.00717209937358821,0.0514779052936387,M_vs_G,1.28837913344447,Not significant
HLA-A-5,362.150555492228,1.19704819783183,0.445209991476817,2.68872716414353,0.00717250154377488,0.0514779052936387,M_vs_G,1.28837913344447,Not significant
ZNF888,63.3209935267892,-1.138871422513,0.423609384895938,-2.68849431367715,0.00717750581243936,0.0514910781219987,M_vs_G,1.28826801480448,Not significant
LINC02161,680.679255046591,-1.02959396043937,0.383123346201057,-2.68736940896067,0.00720172569149674,0.0516420303447178,M_vs_G,1.28699669146035,Not significant
ANO9,222.611416825753,-0.821834711721656,0.306001312177746,-2.68572283521543,0.00723730969533825,0.0518590676511891,M_vs_G,1.28517529546454,Not significant
SAMD9L,801.29505467588,0.508178467820857,0.189218251715393,2.68567362404986,0.00723837561898559,0.0518590676511891,M_vs_G,1.28517529546454,Not significant
FAM32A,97.5168164121711,0.761839376223944,0.283767589729241,2.68473005303692,0.00725884082237501,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
BRIP1,112.948468465613,-0.897609515773066,0.33436749329616,-2.68449994024397,0.00726383963002405,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
MICAL3,1172.15469317244,0.414040241533604,0.154237078095697,2.68444038648548,0.00726513383686286,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
SLC25A25,242.439835895896,-0.604579056759727,0.225244150683165,-2.68410546922546,0.00727241602668743,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
IFFO1,246.028849194008,-0.773676099937149,0.288250646213107,-2.6840394292305,0.00727385272369612,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
CCDC7,669.891111470891,-0.708119718653009,0.263831179516042,-2.68398799547478,0.00727497183906827,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
RPAP3,475.406126440076,0.464483466447762,0.173058867371558,2.68396224650261,0.00727553215310815,0.0519648887718041,M_vs_G,1.28428999796193,Not significant
TMEM38B,447.827104103684,0.496821021335019,0.18511978113684,2.68378137811091,0.00727946905602489,0.0519701637483956,M_vs_G,1.28424591479322,Not significant
TXNDC12,889.693332360692,0.521694783037605,0.194408670071448,2.68349545751162,0.00728569649542527,0.0519917796900155,M_vs_G,1.28406531631667,Not significant
MPHOSPH10,506.350413134568,0.475245716809705,0.17711434664561,2.68327058654727,0.00729059761265326,0.052003915982442,M_vs_G,1.28396395202805,Not significant
IQCE,42.745708032382,-1.50087944396133,0.559938068421673,-2.68043829952826,0.00735258177388989,0.052423036965308,M_vs_G,1.28047782316298,Not significant
FAM200A,92.9731392747017,0.806842970781987,0.301049443597015,2.68010118584384,0.00735999085145059,0.0524528470812371,M_vs_G,1.28023093381717,Not significant
KTN1,1964.76115918517,-0.463616044108151,0.173037146029819,-2.6792862385066,0.00737792942098091,0.0525576392641468,M_vs_G,1.27936415025154,Not significant
FRK,61.7604422459506,-1.57372543886122,0.587417370448514,-2.67905839702973,0.00738295166383101,0.0525703687929842,M_vs_G,1.27925897629723,Not significant
GNAO1-DT,35.8645546763095,-1.83060184683014,0.683373623038691,-2.6787715901152,0.00738927802435956,0.0525923690835823,M_vs_G,1.27907726545288,Not significant
LOC124902775,102.36046108685,-0.794583435681427,0.296656704420782,-2.67846107585143,0.00739613280135555,0.052618109408593,M_vs_G,1.27886476035838,Not significant
ASIP,227.110231704625,1.05497636947716,0.393905376893631,2.67824820721358,0.00740083529117761,0.052628521945884,M_vs_G,1.27877882682407,Not significant
LEKR1,280.841272266691,-0.685086029814905,0.255834778300647,-2.67784557817162,0.00740973712013041,0.0526687744816268,M_vs_G,1.27844678686483,Not significant
FAM234B,54.3309865774452,0.937049287401664,0.350301040576663,2.67498288289152,0.00747330657278527,0.0530974020556134,M_vs_G,1.27492672751576,Not significant
CDC42BPB,117.411497728831,1.16470732167058,0.435447121270455,2.6747388253996,0.00747874871181884,0.0531102403003698,M_vs_G,1.27482173358579,Not significant
FANCC,400.371998211123,-0.584345278268293,0.218485827349661,-2.67452257822251,0.00748357368924187,0.0531102403003698,M_vs_G,1.27482173358579,Not significant
MINDY2,481.785233995964,-0.553410076654304,0.206923865123577,-2.6744623019863,0.00748491908965763,0.0531102403003698,M_vs_G,1.27482173358579,Not significant
PDC-AS1,10.3368822849049,-2.52291900959269,0.943509383948147,-2.67397341511905,0.00749583934374921,0.0531645104742823,M_vs_G,1.27437818064515,Not significant
ACOT9,267.962428341772,0.541771161594033,0.202654276427369,2.67337640806313,0.00750919405071626,0.0532359922033545,M_vs_G,1.27379464721472,Not significant
PTPN11,594.775209912229,-0.798954722226472,0.29890721655408,-2.67291881218907,0.00751944464878214,0.0532690643045519,M_vs_G,1.27352493172913,Not significant
ZNF275,107.185791155307,-0.899521528589327,0.336537010412629,-2.67287549588207,0.00752041562647807,0.0532690643045519,M_vs_G,1.27352493172913,Not significant
SLC25A3,979.509106680518,0.572579716584584,0.21425103504511,2.67247118065978,0.0075294841741739,0.0533100602815475,M_vs_G,1.27319082638652,Not significant
UQCC4,90.6574089504463,0.80906820893878,0.302780994531102,2.67212349372105,0.00753729042361009,0.0533420871486238,M_vs_G,1.27292999540661,Not significant
WIZ,49.3698522778729,0.920181969404282,0.344393799570743,2.67188889739365,0.00754256166761216,0.0533439350003778,M_vs_G,1.2729149510399,Not significant
CRIM1,140.973185308518,0.698123344888793,0.261291339148922,2.67181969047546,0.00754411733835117,0.0533439350003778,M_vs_G,1.2729149510399,Not significant
EIF3I,1047.28618970723,0.681921384118923,0.255291627953481,2.67114667874335,0.00755926067064408,0.0534070547243327,M_vs_G,1.27240137170769,Not significant
TSPAN32,94.1843829498627,-1.1087549071483,0.415088206816574,-2.67113083180956,0.00755961756821744,0.0534070547243327,M_vs_G,1.27240137170769,Not significant
LINC02223,5.1133698482336,-3.04233628361029,1.13909650954459,-2.67083276800367,0.00756633324330815,0.053431268522605,M_vs_G,1.27220451502114,Not significant
COX14,462.72391297976,0.445889801284551,0.167071523906965,2.66885577420631,0.00761101244537184,0.0537234323305156,M_vs_G,1.26983624852409,Not significant
PNMA2,121.606127606109,-1.17436759278673,0.440176738416939,-2.66794560069268,0.00763166136500188,0.0538457948414744,M_vs_G,1.26884820784333,Not significant
CELF4,23.5410890446007,-1.98924012240217,0.745710043030314,-2.66757855951433,0.00764000255146508,0.0538593614238153,M_vs_G,1.26873880004737,Not significant
TREML2,330.464246590973,-0.948027932702056,0.355390181678062,-2.66756928462601,0.00764021343355863,0.0538593614238153,M_vs_G,1.26873880004737,Not significant
MCTP2,3926.19990201837,-0.644602608651031,0.241708473812578,-2.66685978560628,0.00765636070690539,0.0539315598590383,M_vs_G,1.26815701845881,Not significant
DNAI4,31.6451407878909,-1.20946984861672,0.453523818134381,-2.66682762901408,0.00765709327311227,0.0539315598590383,M_vs_G,1.26815701845881,Not significant
ETFB,371.830194186221,0.612633510714515,0.22977059598667,2.66628333396522,0.00766950251022703,0.0539955573174519,M_vs_G,1.26764197187868,Not significant
NOP56,691.969196054853,0.503830571331084,0.189004149183704,2.66571169737328,0.00768255450286198,0.0540640225712449,M_vs_G,1.26709164425509,Not significant
SNX9,2457.54729817991,-0.541899105597324,0.20333081057103,-2.66511063461295,0.00769629984142352,0.0541373056810783,M_vs_G,1.2665033621037,Not significant
PHPT1,256.625511310644,0.61026550969699,0.229087664129569,2.66389511637708,0.00772416416184607,0.0542963555865029,M_vs_G,1.26522931961535,Not significant
CCDC65,15.10163138858,1.59674518802477,0.599416432666084,2.663832856438,0.0077255938282968,0.0542963555865029,M_vs_G,1.26522931961535,Not significant
U2AF2,210.186803500216,-0.60797622957294,0.228255059138538,-2.6635827125476,0.00773134023878265,0.0543132501253693,M_vs_G,1.26509420808419,Not significant
DGAT2,45.1899546758156,-1.46885612820945,0.551508148666221,-2.66334437988226,0.0077368188798074,0.0543282497744125,M_vs_G,1.26497428586557,Not significant
LOC101927045,31.0398583222256,1.03245377198647,0.38768673716507,2.66311347026263,0.00774213020242177,0.054342062055789,M_vs_G,1.26486388593176,Not significant
SLC7A1,460.944129375977,-0.576969515387549,0.216670644394653,-2.66288733759721,0.00774733481323127,0.0543551137220186,M_vs_G,1.26475959128731,Not significant
LYRM1,365.197690382752,0.545943842487956,0.20503399386955,2.6626991562936,0.0077516683351927,0.0543602263661389,M_vs_G,1.26471874345241,Not significant
GNB5,1804.61268492579,0.524714861418006,0.197082523500303,2.66241192825603,0.00775828693684369,0.0543602263661389,M_vs_G,1.26471874345241,Not significant
PBX3,1942.0039877048,-0.624426273666024,0.234541667024294,-2.66232555429626,0.00776027824389098,0.0543602263661389,M_vs_G,1.26471874345241,Not significant
LOC124906086,98.0028913537692,-1.39603452760556,0.524376542157366,-2.66227494056478,0.00776144533013984,0.0543602263661389,M_vs_G,1.26471874345241,Not significant
ARF1,2559.16777872028,0.549551874739469,0.206459532975642,2.66178977942522,0.00777264049130897,0.0543967965107513,M_vs_G,1.264426675645,Not significant
CLEC4G,43.6125482640223,-3.30698434859723,1.2424058438323,-2.66175852682452,0.00777336214523753,0.0543967965107513,M_vs_G,1.264426675645,Not significant
ZNF22,412.030651674148,0.524435666907828,0.197053400030898,2.66138857195865,0.00778190933731233,0.0544331660878123,M_vs_G,1.26413640434769,Not significant
LOC107986931,90.7077714422865,-0.718512806713304,0.270048420998392,-2.66068138468242,0.00779827115966226,0.0545184251326049,M_vs_G,1.26345669807027,Not significant
LOC644215,33.4221788444634,-1.21499278826064,0.456666034519838,-2.66057183240734,0.00780080856873078,0.0545184251326049,M_vs_G,1.26345669807027,Not significant
MFNG,786.776583038523,0.626883269131249,0.235817113174076,2.65834510775515,0.00785254370886967,0.0548563984202163,M_vs_G,1.2607727092647,Not significant
FOXP1,26403.0724378385,-0.438898298903113,0.165149516865247,-2.65758148878649,0.00787035608100914,0.0549572049679061,M_vs_G,1.25997536288232,Not significant
TAB2,1118.35412374111,-0.477297018681365,0.179635800236453,-2.65702614987159,0.00788333278197352,0.0550241728411889,M_vs_G,1.25944647731996,Not significant
WDR62,27.2713856509195,-1.22891748837345,0.462601291050531,-2.65653709176357,0.00789477655486856,0.0550401028599137,M_vs_G,1.25932076315461,Not significant
TPM3,5266.85260113394,0.47545073144901,0.178977775966144,2.65647915716054,0.00789613318771437,0.0550401028599137,M_vs_G,1.25932076315461,Not significant
LOC101927902,660.284427473871,0.810740381497321,0.305220424360121,2.65624550911688,0.00790160655563636,0.0550401028599137,M_vs_G,1.25932076315461,Not significant
BRK1,817.296565608772,0.68231206729154,0.256870922894997,2.65624485481549,0.00790162188787183,0.0550401028599137,M_vs_G,1.25932076315461,Not significant
PLA2G6,176.353976905559,-0.709152030265899,0.266979386418923,-2.6562051841454,0.00790255153992114,0.0550401028599137,M_vs_G,1.25932076315461,Not significant
SUCLG1,324.351387358544,0.526428876694379,0.198203049508023,2.65600795750153,0.00790717485105167,0.0550432451337127,M_vs_G,1.25929596971951,Not significant
ARL4C,591.709247215095,0.593488733720345,0.223461353934658,2.65588981392231,0.00790994548752342,0.0550432451337127,M_vs_G,1.25929596971951,Not significant
NDUFB4,487.914159964254,0.553497821016883,0.20841467965177,2.65575256954882,0.00791316515676982,0.0550432451337127,M_vs_G,1.25929596971951,Not significant
BCL11B,12.1818751335952,2.26716537238019,0.853949988369996,2.6549158653983,0.00793281912895062,0.0551379989357987,M_vs_G,1.25854899932764,Not significant
ZKSCAN2,57.2869980953664,-1.49923034503531,0.56470658359033,-2.65488377256628,0.00793357385143069,0.0551379989357987,M_vs_G,1.25854899932764,Not significant
ASNSD1,272.356857053535,0.620011526750503,0.233588713419716,2.65428717712254,0.00794761561428902,0.0552119735427885,M_vs_G,1.25796672879856,Not significant
LOC105375883,17.2708350379015,2.33967571592064,0.881694173912825,2.65361367370446,0.00796349426369542,0.0552986402952081,M_vs_G,1.25728554716814,Not significant
KMO,988.228953895807,0.727916663686363,0.274406841730237,2.65269138005663,0.00798528452975092,0.0553747199367104,M_vs_G,1.25668845725192,Not significant
NDFIP1,1057.15269763042,-0.564961625395704,0.212986763020537,-2.65256684210572,0.00798823097235817,0.0553747199367104,M_vs_G,1.25668845725192,Not significant
FKBP1B,14.439306168154,-1.79076852066225,0.675117250593494,-2.65252964442545,0.0079891112208425,0.0553747199367104,M_vs_G,1.25668845725192,Not significant
CAP1,1640.32851708534,0.511206927447687,0.192726352321375,2.65250144201992,0.00798977866241174,0.0553747199367104,M_vs_G,1.25668845725192,Not significant
NSA2,347.284513953404,0.573521777534673,0.216225107523058,2.65242914712628,0.00799148983024099,0.0553747199367104,M_vs_G,1.25668845725192,Not significant
NCR3LG1,11.8567985605405,-1.94355351061249,0.732880102308498,-2.6519392523968,0.00800309393301741,0.0554314890526854,M_vs_G,1.25624345482485,Not significant
HPS4,675.999777861463,-0.42902498635078,0.161835576246404,-2.65099304060045,0.00802554950861286,0.0555633378634215,M_vs_G,1.25521167272343,Not significant
CHAMP1,52.0054662585487,-0.85285837390727,0.32177102816217,-2.65051325092399,0.00803695745790929,0.0556186208405315,M_vs_G,1.25477978441779,Not significant
LRRCC1,77.558268812004,0.957644635377744,0.361385648856633,2.64992436309405,0.00805097927662122,0.055682931356908,M_vs_G,1.25427790991654,Not significant
LOC100130691,216.256049428995,-0.765692823690026,0.288958657647516,-2.6498352045366,0.00805310411032887,0.055682931356908,M_vs_G,1.25427790991654,Not significant
LOC124903720,6.98340615014271,-3.07225258927353,1.15993612509895,-2.64863945763517,0.00808164980368164,0.0558565409017537,M_vs_G,1.25292596290276,Not significant
TPM1,80.7165411768096,-1.35611964565783,0.512079818212621,-2.64825833283427,0.00809076729591008,0.0558957813738278,M_vs_G,1.25262096841419,Not significant
LOC105371378,16.1871922242059,-1.54785436931007,0.584658247739605,-2.64745152453482,0.00811009862486229,0.0560055216979972,M_vs_G,1.25176915290892,Not significant
MIR12136,20.0727355674593,1.32432378664858,0.500294331180475,2.64708933144167,0.00811879030095626,0.0560417262532873,M_vs_G,1.25148849560735,Not significant
TAF1A,170.596537066197,0.625656920818283,0.236376042861088,2.64687111792444,0.00812403087228507,0.056054088171448,M_vs_G,1.25139270767999,Not significant
LOC105374493,87.5002827750686,-0.844244180537103,0.319033108554321,-2.64625882988366,0.00813875162852926,0.0561318230950645,M_vs_G,1.25079085218139,Not significant
LIN7C,310.618999617876,0.638819225612697,0.241485483623215,2.64537319605278,0.00816008646470515,0.0562550890814569,M_vs_G,1.24983818326067,Not significant
ACBD4,121.097974961106,-0.805552628248393,0.304581870802543,-2.64478193047354,0.00817435784802749,0.0563295761970309,M_vs_G,1.24926351622397,Not significant
SEC11C,537.217508859846,0.525563416288507,0.198776510417854,2.64399156210009,0.00819346986510669,0.0564089520826611,M_vs_G,1.24865196815167,Not significant
PLA2G15,169.527734346667,-0.899967818287266,0.340382773053626,-2.64398756204233,0.00819356669273055,0.0564089520826611,M_vs_G,1.24865196815167,Not significant
MARS2,36.9277569243814,1.0660600557661,0.403235750498444,2.64376373981805,0.00819898629009804,0.0564089520826611,M_vs_G,1.24865196815167,Not significant
RTCB,1066.73075205146,0.540464298972223,0.20443235681229,2.64373168416034,0.00819976274350701,0.0564089520826611,M_vs_G,1.24865196815167,Not significant
ACER2,52.3187662784104,-1.24372405177883,0.470577677404812,-2.6429729064877,0.00821816111077892,0.056505213795738,M_vs_G,1.24791147752127,Not significant
CHCHD10-2,6.7147029219451,-2.79093897109472,1.05602666998119,-2.64286788433519,0.00822071053068648,0.056505213795738,M_vs_G,1.24791147752127,Not significant
FHL1,38.1675457966334,1.28477547904987,0.486177915117922,2.64260353894983,0.00822713066584336,0.0565254317925111,M_vs_G,1.24775611143482,Not significant
PCOLCE2,40.0826105547618,1.218358835754,0.461305464224163,2.64111078285854,0.00826346939128555,0.0567511048770071,M_vs_G,1.24602567885173,Not significant
LOC100131289,145.3941299391,-1.33907338280971,0.507173642915417,-2.64026611302637,0.00828409507136495,0.0568587560782454,M_vs_G,1.24520264577578,Not significant
PRPF31,4.94981881278134,-2.85561098727374,1.08159611792838,-2.64018235637087,0.00828614280222076,0.0568587560782454,M_vs_G,1.24520264577578,Not significant
