s1_cell01	s2_cell02	s3_cell03	s4_cell01	s5_cell02	s6_cell03	s7_cell01	s8_cell02	s9_cell03	s10_cell01	s11_cell02	s12_cell03	s13_cell01	s14_cell02	s15_cell03	s16_cell01	s17_cell02	s18_cell03	s19_cell01	s20_cell02	s21_cell03	s22_cell01	s23_cell02	s24_cell03
-0.458022045849016	1.22332850678027	-0.170248434098407	-0.755262716543507	0.824825466539331	-0.499437149376076	-0.493926575125386	1.41036550596746	-0.313314752523566	-1.17824667735351	1.33685159126118	-0.369191696925777	-1.32119386116469	1.60737144966586	-0.239326650703438	-1.2311539098838	1.27879878806265	-0.134588078794217	-0.915114627212807	1.41197787744037	-0.453119525035644	-1.3983463452161	1.20072077030826	-0.363746910219442
1.1767032127699	-1.27773987072003	1.61192951755655	0.42681587773201	-0.965774171950911	0.884265392093073	-0.21319489236629	-1.89361957050743	0.720170267163517	-0.0521850177874224	-1.42315424817222	0.643116401594587	-0.33521044086113	-0.439004000712818	1.47744709182231	-0.502121759129922	-1.37023493484117	0.415306679778155	0.149766537800345	-0.871647220271692	1.21736928977207	0.275745149239858	-0.750987927954996	1.09623863795368
0.755008577257206	-0.638717935996663	0.248620124395792	1.77628244089411	-0.279512499315457	-0.66149022984462	0.740390072387055	-1.6247837879881	-0.222792137557106	1.47377824995482	-1.04411395168703	0.238478301735102	0.966729547413013	-1.71183168188261	0.145917907650085	0.892180685478175	-1.02010446720856	-0.284612657706052	1.06377353407645	-1.11397265948435	0.667530735017924	0.998317471116476	-1.45136147688589	0.0862858381802499
0.439243404149098	-0.212372225700431	-0.534491610978806	1.69009001671123	-1.31630228684109	-0.878431332083195	1.28650592207931	-0.814694925754719	-0.238769125282928	1.78922055267531	-0.784098112554362	-0.831322534602297	1.80191186501898	-1.15670433052855	-0.0853920362011195	1.07744000265623	-0.795838719301296	-0.505890793895416	1.37884423888456	-0.0919086294419769	-0.824544850120637	0.636921598685732	-0.69522910335149	-0.33418698422213
0.959810730749314	-0.823233449935483	1.42823449135329	-0.132322681335522	0.208467287688325	0.588109754852626	-0.104876377757834	-0.995400034725263	0.84757281789196	-0.73916681713591	-1.61237563081593	0.878783364519924	0.644458091477126	-1.4060589586705	1.22780532472156	-0.520118480843516	-0.9356317073382	1.45576253790184	-0.0294892669746603	-1.27786239776159	1.01571958060397	-0.214522902940349	-1.52252294314041	1.05885766761524
0.443513277835075	-1.64170206709096	0.666385600440191	0.341576567873164	-0.923560478012935	0.901013154791521	1.41060394814333	-0.718068187807082	0.935187704952303	0.322911795308551	-1.19526836361133	0.69073025259519	0.246572090619941	-1.48807050470686	1.16031046958192	0.210013733981491	-1.80635045495633	0.388456597093926	0.748549685521685	-1.21948586339387	0.899868925198835	0.193730158285513	-1.36920413748502	0.802286094841738
0.202376786285852	-1.14737587915889	-0.836835335040331	0.568617823154964	0.365471111606609	-1.23702627776992	1.00821385931824	-0.28789117792636	-0.44773755554956	0.992154305305122	-1.01562178807576	-0.473408005078804	2.51392001534433	-1.15494184082989	-0.552577987994298	1.76168735436289	-0.118547303732867	0.20252205888747	1.04498587440773	-0.522414839545607	-0.840092960419766	1.20185556942142	-0.4924370913871	-0.73489671558549
-0.965050343322507	1.09373202812816	-0.478582079840306	-0.670037526845903	2.1957517280673	-0.0939363613025013	-1.35541076411931	0.815254969305139	-0.793935770124152	-0.446893147259471	1.24298115340064	0.331837335165699	-1.4058911325861	0.572495481239087	0.0726249604690559	-0.31148090871104	1.77382089769285	0.320072156723348	-1.25970497554122	0.636534124535493	-0.554387674086269	-1.30364500231257	0.817554083091494	-0.233703231766926
-0.0891249337415846	-0.78076627956	0.347959357521937	0.630773279628792	-0.790202737856656	0.321410529743208	-0.306943111259361	-0.972469885747511	1.30311990811486	-1.23888991849855	-1.47021566982487	1.65795291028847	0.0960420139471564	-1.42729527788705	0.842074116046337	0.319276061079318	-0.698921751327094	0.893189917894799	0.431221679344692	-1.05903167161401	1.48918279206945	0.0365217364391802	-1.21210869462395	1.6772456298224
-0.526899528261731	-0.68652457833835	0.745206487111939	-0.0735579248457047	-1.44538354856888	1.33873218922996	0.6967603826088	-1.12102952827139	1.07984443081088	0.761101106117153	-1.01179231804166	1.07134789170443	-0.255844083590789	-1.2788037256426	1.35647899694203	0.297257199717381	-1.52977249726209	0.382235521866322	0.171453794216336	-0.907294825338746	0.572156826139398	0.324367153589834	-1.52087863366781	1.56083921177526
1.41117876162858	-1.18572040107494	1.2863438396094	-0.102221398066795	-0.419322609914152	0.296306743114972	-0.149348352032014	-0.881218191440621	0.489560503098481	-0.00559678870991244	-1.76788039324493	0.748486985666424	0.767883467845339	-1.73612161672165	0.756086280475445	0.616974373335325	-0.543033274330152	1.66861781826825	0.199958826686879	-1.4697123789711	0.78763198446426	-0.217300756526397	-1.34692391533743	0.795370492176735
0.920483397455962	-0.987290069404971	-0.086222819446555	0.901833161515454	-1.44292376577534	-0.547732648038011	1.48517405986663	-0.692319041134278	0.174690811857502	0.642090985855123	-0.786516338058015	-0.209015718139983	0.778784881107946	-1.10655447855951	0.0301766131014899	2.17976249602498	-0.814354233723468	0.126303487595919	0.978290503750254	-1.11214841789271	-0.349214616445735	1.59346334935191	-1.41366924199324	-0.263092358871348
-0.373639542323305	0.890311183400329	-0.245353175070702	-0.196707185813491	1.64466939484457	-0.665034899272511	-0.79877166123667	1.70356095555087	-0.85198801807253	-0.926069923442025	0.483462748900445	-0.821071194432203	-1.09101603638722	1.5306245146241	-0.702636905993307	-0.504942860468665	1.44705402125248	-0.443131636531839	-0.554589701903223	1.47390497800477	-0.949554692327687	-0.754427077635343	1.35727233072858	-0.651925616395413
0.160312066032114	1.76211930112659	-0.884918137528757	0.114745862380058	1.3732992591823	-1.12874780433199	0.00693431489315519	1.36449539844483	-0.857191118893106	-0.324711676902044	1.4618429954167	-1.33561062093834	-0.925718842817631	0.64239828312223	-0.969761807449578	-0.0778071487321568	1.66540232229619	-0.646522432428455	-0.16978234407021	0.481230428090606	-0.873140855576394	-0.392112644365726	0.918114107816464	-1.36486890476685
-1.32060573907034	0.900893722300109	-0.608866808166499	-0.596880250801416	0.67429726615769	-0.502227260730308	0.197983257304907	1.55500036201429	-0.37977845715914	-0.335755947057097	0.93236469140567	-1.32141173991094	-0.572617735333195	1.78597656030179	0.273982890842901	-1.12079485028064	0.367072311170153	-0.88594805756202	-0.446983699889256	1.8298701922546	-0.97009830161554	0.302588657232861	1.40592913899579	-1.16399020240438
-0.125910956672363	-0.945259196579267	0.910765956680314	-0.863855305108799	-1.13815410587242	1.09998611927016	-0.799132576758189	-0.470169994155078	1.64812886914251	-0.453313547419348	-0.797467867907048	1.37232225352061	-0.396118394052635	-1.041583783224	0.739461986743623	-1.0002929593094	-0.694609144902462	1.40373088506707	-0.495760039290453	-0.630711898084801	1.13606029738934	-0.0673853131400587	-0.466791530890796	2.0760602455535
